n1,n2
1039,741
1039,1375
1039,2804
1040,674
1040,771
1040,2824
1040,3165
1040,450
1040,76
1041,2
1041,436
1041,15
1041,219
1041,1383
1041,4843
1041,2072
1041,3851
1042,1027
1042,4451
1042,2756
1042,1674
1042,1201
1043,700
1043,3831
1043,2151
1043,3964
1043,3202
1043,4751
1043,37
1043,512
1043,794
1043,555
1043,2327
1043,2798
1044,3570
1044,2768
1044,344
1044,3152
1044,651
1044,360
1044,2389
1044,3832
1044,261
1044,2419
1044,967
1044,1496
1044,203
1044,3265
1044,2467
1044,2686
1044,3643
1045,2436
1045,4777
1045,3431
1045,3333
1045,1297
1045,4833
1045,3097
1045,2412
1045,1767
1045,1953
1046,3696
1046,2758
1046,1367
1046,1472
1046,4319
1046,4009
1046,2274
1046,2992
1046,3446
1046,301
1046,1034
1046,4117
1046,1856
1046,517
1046,1802
1046,3788
1046,1824
1046,2327
1046,475
1046,2403
1046,191
1047,26
1047,2883
1047,4223
1047,4800
1047,2593
1047,275
1047,2327
1048,1702
1048,246
1048,1427
1048,1632
1048,4411
1048,581
1048,3160
1048,3981
1048,766
1048,2364
1048,569
1048,1209
1048,1499
1049,1367
1049,4764
1049,1911
1049,358
1049,3730
1049,173
1049,764
1049,2836
1049,555
1049,373
1049,1034
1049,2403
1049,3300
1049,4471
1049,4170
1049,94
1050,4967
1050,3210
1050,1330
1050,1864
1050,162
1050,4785
1050,1654
1050,4781
1050,4949
1050,632
1050,4920
1050,2193
1050,4304
1050,2711
1051,814
1051,691
1051,74
1051,1021
1051,1513
1051,2316
1051,3191
1051,662
1051,4920
1051,3576
1051,3651
1051,1389
1051,4339
1051,2218
1051,2471
1051,1520
1051,1644
1051,1757
1051,1737
1052,1471
1052,4981
1052,4738
1052,1421
1052,629
1052,4788
1052,2794
1052,329
1052,1887
1052,3053
1052,4536
1052,2638
1052,1029
1053,2593
1053,2168
1053,3406
1053,3389
1053,1511
1053,1112
1053,167
1053,3111
1053,4188
1053,2691
1053,2781
1053,1516
1053,3388
1054,1767
1054,1226
1054,1382
1054,2826
1054,3137
1054,1167
1054,4427
1054,4415
1054,2131
1054,4184
1054,1854
1054,2882
1055,2595
1055,3565
1055,1799
1055,434
1055,32
1055,2943
1055,1739
1055,3688
1055,3919
1056,4090
1056,4109
1056,1738
1056,1318
1056,422
1056,2567
1057,1351
1057,3460
1057,1964
1057,1418
1057,3356
1057,612
1057,4024
1057,1152
1057,92
1057,4519
1057,4653
1057,952
1057,2260
1057,857
1058,427
1058,732
1058,1648
1058,3290
1058,4224
1058,3074
1058,758
1058,314
1058,2709
1058,4460
1059,4072
1059,167
1059,3647
1059,1545
1059,184
1059,3091
1059,4025
1059,3722
1060,1175
1060,197
1060,2232
1060,1717
1060,4736
1060,3375
1060,2837
1061,2241
1061,4653
1061,456
1061,2111
1061,3814
1061,4375
1061,2119
1061,4701
1061,1161
1062,3722
1062,2560
1062,4682
1062,4666
1062,4870
1062,2005
1062,980
1062,1212
1062,3065
1062,1509
1063,3329
1063,3843
1063,2347
1063,3546
1063,4059
1063,3003
1063,2263
1063,4048
1064,2583
1064,1918
1064,2471
1064,4308
1064,1762
1064,4328
1064,1760
1064,2365
1064,3932
1065,1263
1065,2120
1065,1882
1065,1571
1065,374
1066,2772
1066,3487
1066,356
1066,547
1066,243
1066,2198
1066,2298
1066,4055
1066,219
1066,3495
1066,3
1067,3699
1067,2305
1067,3149
1067,2897
1067,1540
1067,437
1067,2717
1067,3460
1067,1999
1068,4593
1068,3194
1068,3077
1068,2716
1068,2656
1068,90
1068,749
1068,3802
1068,4543
1068,608
1068,2089
1068,4753
1069,779
1069,2283
1069,4114
1069,3419
1069,3740
1069,3259
1069,808
1069,2293
1069,723
1070,4233
1070,683
1070,729
1070,2987
1070,1776
1070,1043
1070,239
1070,2259
1070,3288
1070,4915
1070,2449
1071,2722
1071,1300
1071,2346
1071,3830
1071,234
1071,266
1071,1668
1072,3981
1072,2308
1072,2429
1072,2132
1072,840
1072,3557
1072,2732
1072,4074
1072,219
1072,3546
1072,533
1072,210
1072,310
1072,1667
1072,656
1073,2323
1073,2180
1073,2709
1073,4770
1073,1602
1073,2576
1073,3296
1073,1805
1073,547
1073,1590
1073,3637
1073,1677
1073,4201
1073,653
1073,1765
1073,4398
1073,3597
1073,2784
1073,4373
1074,654
1074,4300
1074,2779
1074,2047
1075,3888
1075,186
1075,417
1075,682
1075,2726
1075,2507
1075,1093
1075,2758
1075,3100
1075,4590
1075,284
1075,2038
1075,3565
1076,3091
1076,73
1076,655
1076,143
1076,4408
1076,387
1076,2002
1076,3287
1077,855
1077,1920
1077,1792
1077,785
1077,3952
1077,881
1077,2839
1077,10
1077,2876
1077,97
1078,2365
1078,2478
1078,502
1078,1627
1078,2686
1078,1749
1078,1164
1078,1196
1078,3448
1079,2163
1079,4870
1079,3215
1079,756
1079,2148
1079,2014
1079,473
1079,3405
1079,4028
1080,429
1080,2358
1080,4864
1080,3389
1080,35
1080,1456
1081,2137
1081,2029
1081,554
1081,620
1081,149
1081,1202
1081,851
1081,1709
1081,894
1082,3172
1082,443
1082,4184
1082,2088
1082,2930
1082,929
1082,2202
1082,4641
1082,1507
1082,3092
1082,3990
1083,1027
1083,89
1083,3313
1083,167
1083,116
1083,2486
1083,1519
1084,585
1084,1187
1084,1581
1084,2089
1085,2969
1085,3979
1085,440
1085,191
1085,807
1085,414
1085,916
1085,1322
1085,2552
1085,883
1085,2304
1085,683
1085,4984
1085,971
1086,3691
1086,2546
1086,1045
1086,1636
1086,661
1086,3407
1087,1169
1087,2861
1087,2466
1087,2852
1087,2430
1087,4639
1087,2182
1087,4229
1087,1652
1087,1369
1088,4778
1088,3611
1088,1709
1088,1922
1088,3178
1088,2657
1088,1062
1088,2510
1089,893
1089,4335
1089,1775
1089,4233
1089,729
1089,4572
1089,299
1089,1397
1089,4778
1089,1063
1089,2465
1089,3175
1089,4212
1090,30
1090,3666
1090,4610
1090,2866
1090,4277
1090,3248
1090,4358
1090,4059
1091,4167
1091,364
1091,1268
1091,2819
1091,2902
1091,2980
1091,4980
1091,4518
1091,140
1091,4280
1092,2782
1092,3040
1092,4038
1092,90
1092,3137
1092,3739
1092,216
1092,866
1092,4977
1092,1078
1092,3385
1092,1026
1092,2687
1092,845
1093,3024
1093,603
1093,3166
1093,3676
1093,325
1093,734
1093,2161
1093,4092
1093,3811
1093,4922
1093,1276
1093,3698
1093,2484
1093,2059
1093,3976
1093,1869
1093,549
1093,4563
1094,4439
1094,2654
1094,3228
1094,4279
1094,2548
1094,4651
1094,2974
1095,1727
1095,4449
1095,1045
1095,4840
1095,1292
1095,734
1095,936
1095,4650
1095,4779
1095,2968
1095,2484
1095,3661
1095,4533
1095,2265
1096,637
1096,2259
1096,4843
1096,3288
1096,3876
1096,2299
1096,4874
1096,2817
1096,3363
1096,2685
1096,1029
1096,3358
1096,3218
1096,88
1096,2174
1096,2929
1096,756
1097,5
1097,699
1097,1670
1097,488
1097,2546
1097,3404
1097,4132
1097,2885
1097,1226
1097,2121
1097,2248
1098,1044
1098,4142
1098,3962
1098,774
1098,499
1098,4826
1098,656
1098,1751
1098,2085
1098,3476
1099,3364
1099,2447
1099,3652
1099,3741
1099,2533
1099,2398
1099,1128
1099,2645
1099,3916
1099,2692
1099,3032
1099,4210
1099,2223
1100,3033
1100,3492
1100,975
1100,822
1100,948
1100,4321
1100,503
1100,431
1100,3730
1100,228
1100,2269
1101,1128
1101,1241
1101,963
1101,125
1101,2291
1101,1988
1101,1053
1102,1139
1102,2324
1102,4013
1102,4275
1102,3318
1102,2303
1102,4750
1102,2894
1102,2341
1102,2231
1102,4272
1102,41
1102,161
1102,2786
1103,4898
1103,2275
1103,699
1103,4516
1103,58
1103,2545
1103,4613
1103,2413
1103,4133
1103,2272
1103,2428
1103,4746
1103,511
1104,3095
1104,4359
1104,3585
1104,2562
1104,1672
1105,75
1105,2456
1105,1481
1105,695
1105,3532
1105,4779
1105,3786
1105,3815
1105,2900
1105,4283
1106,4340
1106,4807
1106,1895
1106,1840
1106,4964
1106,4489
1106,1501
1106,3910
1106,3204
1106,3863
1107,4134
1107,591
1107,2141
1107,1910
1107,36
1107,1292
1107,2567
1107,3333
1107,4036
1107,2038
1107,124
1107,3883
1107,607
1107,2153
1108,3842
1108,2341
1108,3606
1108,1872
1108,714
1108,4775
1108,4540
1108,1713
1108,1269
1108,3018
1109,2658
1109,1014
1109,4141
1109,2814
1109,3579
1109,4060
1109,956
1109,3265
1109,344
1109,105
1109,4384
1109,1482
1109,69
1109,4353
1109,2639
1109,362
1109,3290
1109,2374
1109,1940
1109,20
1110,2650
1110,2120
1110,2292
1110,2503
1110,2042
1110,4542
1110,1420
1110,2897
1110,3351
1111,143
1111,4354
1111,90
1111,3245
1111,3556
1111,4434
1111,2181
1111,816
1111,4270
1111,359
1112,1080
1112,2996
1112,2897
1112,1348
1112,4938
1112,4754
1113,3832
1113,3148
1113,1562
1113,2363
1113,2343
1113,3768
1113,4844
1113,4107
1113,3215
1114,3158
1114,1729
1114,708
1114,3783
1114,3468
1114,1671
1114,857
1115,3081
1115,4301
1115,3791
1115,2535
1115,2134
1115,2840
1115,1132
1115,112
1115,583
1116,803
1116,72
1116,938
1116,3043
1116,1932
1116,508
1116,1878
1116,789
1117,1822
1117,2818
1117,1763
1117,569
1117,1369
1117,309
1117,4806
1117,875
1118,2044
1118,4913
1118,602
1118,2089
1118,4861
1118,954
1118,4322
1118,2782
1118,3812
1118,2603
1118,3279
1118,1745
1118,4996
1118,3878
1118,4546
1119,2598
1119,1060
1119,196
1119,4000
1119,4683
1119,2398
1119,4103
1120,692
1120,1664
1120,775
1120,4477
1120,510
1120,4697
1120,4636
1120,1277
1120,2947
1120,1394
1120,500
1120,1898
1120,3483
1120,4735
1120,4801
1120,4249
1120,1233
1120,2868
1120,3058
1120,2178
1121,4282
1121,1048
1121,118
1121,2574
1121,2820
1121,3825
1121,3494
1121,1490
1121,1695
1121,4307
1121,3003
1121,3248
1121,721
1122,1077
1122,1824
1122,3915
1122,1793
1122,71
1122,1935
1122,4845
1123,289
1123,4006
1123,3981
1123,1063
1123,2778
1123,4479
1123,4958
1123,3449
1123,2706
1123,909
1123,4742
1123,215
1124,3431
1124,985
1124,1725
1124,885
1124,4315
1124,428
1124,2391
1124,202
1124,3979
1124,2742
1124,4122
1125,604
1125,1567
1125,2631
1125,296
1125,2401
1125,1351
1125,2491
1125,1196
1125,1015
1125,1483
1125,3345
1126,4881
1126,4036
1126,3931
1126,1093
1126,1669
1126,2631
1127,2591
1127,3373
1127,1725
1127,3441
1127,4653
1127,904
1127,3788
1127,4839
1127,2315
1127,2300
1127,4719
1127,1107
1127,2527
1128,3373
1128,1891
1128,4995
1128,3833
1128,850
1128,3887
1129,195
1129,64
1129,4317
1129,4569
1129,1033
1129,206
1129,811
1129,4458
1130,3565
1130,2018
1130,43
1130,1297
1130,3854
1130,2013
1130,2121
1130,2059
1130,1498
1131,4382
1131,4675
1131,1450
1131,338
1131,2942
1131,739
1132,4007
1132,1290
1132,3336
1132,4660
1132,1869
1132,4473
1132,4386
1132,2046
1132,3884
1132,1956
1133,8
1133,1348
1133,2080
1133,3870
1133,3160
1133,3714
1134,3969
1134,2344
1134,331
1134,1225
1135,741
1135,631
1135,389
1135,7
1135,270
1135,3980
1135,283
1135,2941
1135,972
1135,2876
1135,1696
1135,785
1135,1658
1136,4719
1136,2281
1136,1482
1136,1746
1136,4432
1137,1833
1137,4166
1137,3167
1137,1824
1137,3053
1137,2744
1137,241
1137,329
1137,2668
1137,4752
1137,893
1137,680
1137,3344
1137,1266
1137,2151
1138,2398
1138,3553
1138,4152
1138,1420
1138,3115
1138,180
1138,170
1138,2102
1138,1119
1138,3095
1139,3814
1139,703
1139,2102
1139,3685
1139,45
1139,3195
1139,2506
1139,237
1139,2515
1139,1148
1139,2150
1139,2557
1139,2424
1139,232
1139,2435
1139,3761
1139,4701
1140,3050
1140,1112
1140,2512
1140,925
1140,1540
1140,3582
1140,2821
1140,1455
1140,2090
1140,3927
1140,2751
1141,1646
1141,1517
1141,4663
1141,3254
1141,875
1141,429
1141,3048
1141,3233
1142,1818
1142,1694
1142,1495
1142,1056
1142,3454
1142,2036
1142,3198
1142,3543
1142,1581
1142,2470
1142,200
1143,2975
1143,2138
1143,3084
1143,3774
1143,4901
1143,2961
1143,1121
1143,15
1143,292
1143,3512
1143,2317
1144,3569
1144,278
1144,234
1144,675
1144,4238
1145,1868
1145,472
1145,623
1146,4862
1146,2941
1146,1681
1146,3300
1147,2266
1147,4676
1147,2809
1147,3483
1147,1379
1147,4329
1147,2228
1147,2447
1147,3599
1147,268
1147,2664
1147,2554
1147,2970
1148,2845
1148,2765
1148,3408
1148,917
1148,45
1148,265
1148,3155
1148,408
1148,2557
1148,3122
1148,3242
1149,2215
1149,790
1149,105
1149,4283
1149,771
1149,1860
1149,4642
1149,3559
1149,3411
1149,3101
1149,4441
1149,710
1149,1697
1149,3898
1149,3827
1150,427
1150,2767
1150,4247
1150,3657
1150,3640
1150,1992
1150,1135
1150,2223
1150,4325
1150,233
1150,1561
1150,1560
1150,153
1151,332
1151,1424
1151,3114
1151,4405
1151,2580
1151,4377
1151,3085
1151,446
1151,2901
1152,1945
1152,3970
1152,393
1152,4684
1152,3338
1152,2736
1152,2199
1152,4004
1152,3927
1152,1175
1152,1471
1152,3831
1152,4292
1153,889
1153,1637
1153,912
1153,1145
1153,2947
1153,1668
1153,3972
1153,1537
1153,2926
1153,2169
1153,1848
1153,1536
1153,1881
1153,3813
1153,2047
1154,4834
1154,1995
1154,1889
1154,960
1154,547
1154,3108
1154,2535
1154,3296
1154,536
1154,4459
1154,4066
1154,316
1154,420
1154,4831
1155,177
1155,4003
1155,828
1155,4438
1155,606
1155,1904
1155,4618
1155,4915
1155,947
1155,793
1155,1901
1155,2785
1155,1625
1155,3069
1155,369
1155,1730
1155,3903
1155,2825
1156,4394
1156,2268
1156,2337
1156,1896
1156,1154
1156,2903
1156,2856
1157,4683
1157,4339
1157,2353
1157,4064
1157,1707
1157,3864
1157,2107
1157,2009
1157,1159
1157,1123
1157,3453
1158,280
1158,1650
1158,870
1158,2992
1158,2573
1158,3742
1158,812
1158,1089
1158,1552
1158,2800
1158,1742
1159,1337
1159,1898
1159,1124
1159,2083
1159,278
1159,1340
1159,4914
1159,1021
1159,796
1159,1524
1160,127
1160,2965
1160,2539
1160,1837
1160,3075
1160,361
1160,2123
1160,2035
1160,1173
1160,1210
1160,2402
1160,4848
1161,2770
1161,2353
1161,3118
1161,2195
1161,821
1161,2432
1161,716
1161,3966
1161,3801
1162,654
1162,1341
1162,4467
1162,4367
1162,3323
1162,4329
1162,2455
1162,3717
1162,4753
1162,919
1162,3483
1162,2337
1163,2348
1163,2492
1163,4594
1163,980
1163,2580
1163,4214
1163,2028
1163,614
1163,4307
1164,1423
1164,2915
1164,157
1164,585
1164,1493
1164,2594
1164,1078
1164,3043
1164,1725
1164,1988
1164,3519
1164,518
1165,219
1165,4730
1165,2810
1165,3557
1165,2028
1165,1707
1165,3560
1165,498
1166,4546
1166,608
1166,3631
1166,143
1166,1247
1166,1484
1166,1710
1166,4601
1166,200
1166,3640
1166,468
1167,1648
1167,4600
1167,2204
1167,1050
1167,2633
1167,4779
1167,4034
1167,2763
1168,4961
1168,3559
1168,96
1168,2249
1168,1556
1168,14
1168,4002
1168,4675
1169,3191
1169,2768
1169,1822
1169,4864
1169,1387
1170,1444
1170,3537
1170,372
1170,731
1170,4241
1170,4357
1170,4344
1170,4599
1170,1575
1170,1307
1171,3174
1171,2232
1171,1691
1171,1554
1171,2606
1171,2496
1171,1204
1171,4384
1171,968
1171,4046
1171,2236
1171,1386
1172,4229
1172,4049
1172,4558
1172,585
1172,2338
1172,3809
1173,3432
1173,1893
1173,2918
1173,3188
1173,451
1173,3626
1173,4130
1173,407
1173,671
1173,4532
1174,706
1174,3874
1174,3218
1174,3889
1174,4902
1174,2201
1174,2199
1174,3495
1174,2932
1175,3593
1175,2983
1175,2521
1175,3026
1175,689
1175,2735
1175,1102
1176,1757
1176,294
1176,2516
1176,15
1176,3157
1176,4941
1176,33
1176,3268
1176,2
1176,2048
1176,1391
1176,3512
1176,2617
1176,1823
1176,1424
1177,1294
1177,3871
1177,731
1177,115
1177,1654
1177,4514
1177,739
1178,1116
1178,4119
1178,4285
1178,4278
1178,2440
1178,938
1178,2199
1178,3181
1178,1127
1178,878
1179,1805
1179,694
1179,4229
1179,4273
1179,2423
1179,2194
1179,443
1179,929
1180,2434
1180,4686
1180,1361
1180,3805
1180,4825
1180,1817
1181,2161
1181,3502
1181,3233
1181,1178
1181,3701
1181,4482
1181,3941
1181,1749
1181,3494
1181,4163
1181,4491
1182,4099
1182,3751
1182,1990
1182,4027
1182,3849
1182,2305
1182,4627
1182,2584
1182,2110
1182,3124
1182,4156
1183,4052
1183,520
1183,4826
1183,4198
1183,2274
1183,3788
1183,3686
1183,1601
1183,4462
1183,931
1183,250
1183,4166
1183,637
1184,1473
1184,93
1184,1579
1184,4277
1184,4882
1184,4126
1184,1924
1184,411
1184,3560
1184,4958
1184,4418
1184,3852
1185,3255
1185,3148
1185,74
1185,4786
1185,2548
1185,3267
1185,730
1185,4808
1185,2347
1186,1118
1186,405
1186,425
1186,4944
1186,2462
1186,2917
1186,3228
1186,3189
1186,610
1186,4769
1187,282
1187,2527
1187,1903
1187,4301
1187,2494
1187,633
1187,1084
1187,1305
1187,4393
1187,849
1188,1083
1188,4678
1188,998
1188,2257
1188,2458
1188,1112
1188,4275
1188,2850
1188,875
1188,3064
1188,4465
1188,1530
1189,1062
1189,4641
1189,602
1189,1889
1189,20
1189,1317
1190,1267
1190,4917
1190,3429
1190,1124
1190,270
1190,4313
1190,2042
1190,2831
1190,4453
1190,3763
1190,3142
1191,2974
1191,4690
1191,3682
1192,3938
1192,1978
1192,373
1192,2752
1192,987
1192,3253
1192,3713
1192,2172
1192,638
1192,2394
1192,4108
1193,2404
1193,2374
1193,133
1193,2330
1193,2972
1193,3643
1193,2349
1193,3063
1193,3487
1193,283
1194,1986
1194,956
1194,1293
1194,3186
1194,3720
1194,263
1194,2377
1194,112
1194,43
1194,4296
1195,4710
1195,611
1195,1270
1195,1740
1195,3922
1195,3402
1196,2343
1196,62
1196,289
1196,3728
1196,3182
1196,1221
1196,4256
1196,3741
1197,894
1197,1954
1197,1242
1197,1437
1197,2303
1197,3522
1197,58
1197,2135
1197,4632
1197,4572
1197,4562
1197,2874
1197,910
1197,4006
1198,2378
1198,620
1198,2269
1198,3838
1198,4745
1198,2111
1198,933
1198,2737
1198,4303
1198,3176
1198,1313
1198,658
1198,1972
1198,2676
1199,4592
1199,2203
1199,3273
1199,3102
1199,2991
1199,560
1199,2599
1199,2562
1199,4514
1199,3636
1199,674
1199,1490
1199,4214
1199,2
1199,263
1199,811
1200,984
1200,4432
1200,4679
1200,906
1200,341
1200,976
1200,1561
1200,2454
1201,3048
1201,2681
1201,4682
1201,1099
1201,1312
1201,3712
1201,309
1201,2513
1202,2755
1202,2612
1202,4707
1202,3078
1202,1161
1203,4260
1203,1050
1203,3646
1203,495
1203,74
1203,4124
1203,3764
1203,3010
1203,4878
1204,1570
1204,2351
1204,3395
1204,1494
1204,3017
1204,487
1204,400
1204,678
1204,3237
1204,2710
1204,4106
1205,4747
1205,4533
1205,1813
1205,4777
1206,246
1206,4211
1206,2267
1206,3238
1206,4020
1206,1466
1206,2031
1206,102
1206,3889
1206,2581
1206,2048
1206,263
1207,3194
1207,4179
1207,3462
1207,2431
1207,823
1207,3325
1207,1129
1207,967
1207,3044
1207,4031
1207,4824
1207,1551
1207,144
1207,203
1207,2479
1208,4197
1208,3480
1208,1719
1208,332
1208,4242
1208,1716
1208,261
1208,384
1208,3769
1209,3921
1209,1695
1209,3683
1209,4828
1209,4418
1209,352
1209,1014
1209,4519
1209,4730
1209,955
1209,5000
1210,4783
1210,800
1210,4411
1210,2144
1210,4616
1210,541
1210,3696
1210,4121
1210,3286
1210,2358
1210,1845
1211,4357
1211,4355
1211,427
1211,1888
1211,4986
1211,1862
1211,4862
1211,1407
1211,4531
1211,3051
1211,3015
1211,2709
1211,3211
1211,1970
1211,3960
1212,3368
1212,546
1212,647
1212,4632
1212,1933
1212,3231
1212,4653
1212,2835
1212,1966
1213,1349
1213,2171
1213,1412
1213,3433
1213,3716
1213,2081
1213,894
1213,1399
1213,4209
1213,2411
1213,2067
1213,270
1214,3680
1214,1137
1214,3913
1214,575
1214,3361
1214,826
1214,1597
1214,2829
1214,3244
1214,682
1214,812
1215,4039
1215,4427
1215,4736
1215,3723
1215,2248
1215,187
1215,4896
1215,4256
1215,4973
1215,3223
1216,2423
1216,4374
1216,768
1216,3325
1216,3081
1216,4370
1216,2201
1216,890
1216,3297
1216,112
1216,967
1216,4890
1216,3187
1216,1284
1216,2360
1216,3221
1216,4365
1216,3059
1217,471
1217,2537
1217,4466
1217,4046
1217,2210
1217,1956
1217,3156
1217,991
1217,1812
1217,4342
1217,4231
1218,2730
1218,1536
1218,1309
1218,14
1218,822
1218,764
1218,4252
1218,871
1218,3625
1218,286
1218,3635
1219,2518
1219,2247
1219,1291
1219,4729
1219,88
1219,4820
1219,4719
1219,973
1219,2345
1220,2882
1220,833
1220,4810
1220,3492
1220,725
1220,306
1220,2283
1220,1065
1220,1300
1221,4953
1221,2366
1221,2951
1221,3090
1221,1818
1221,4271
1221,4803
1221,526
1221,3777
1221,2315
1222,548
1222,3638
1222,3793
1222,1187
1222,19
1222,565
1222,3198
1222,3112
1222,925
1223,4920
1223,4342
1223,2607
1223,4441
1223,4157
1223,4374
1223,1174
1223,3918
1223,466
1223,3034
1223,2731
1223,4568
1223,1436
1224,4211
1224,3957
1224,2501
1224,1710
1224,4612
1224,1166
1224,1572
1225,1218
1225,1233
1225,4477
1225,3120
1225,474
1225,4284
1225,67
1225,1912
1225,4926
1225,4300
1226,468
1226,997
1226,3097
1226,4487
1226,3813
1226,2765
1226,269
1226,2161
1226,3024
1226,176
1226,2482
1227,2370
1227,1657
1227,210
1227,2868
1227,3178
1227,4713
1227,4708
1227,2909
1227,2737
1227,2890
1227,1741
1227,399
1227,3545
1228,273
1228,542
1228,4750
1228,4327
1228,1108
1228,4915
1228,4746
1228,1206
1228,384
1228,1896
1228,946
1228,4373
1228,3822
1229,3126
1229,1826
1229,3129
1229,3455
1229,3638
1229,25
1229,4892
1230,1312
1230,2080
1230,3515
1230,1748
1230,3496
1230,4275
1230,3262
1230,4496
1230,194
1230,3212
1231,529
1231,2167
1231,1959
1231,2332
1231,3725
1231,1946
1231,2173
1231,3118
1231,4310
1232,3208
1232,1104
1232,568
1233,174
1233,3449
1233,274
1233,1592
1233,3965
1233,265
1233,4680
1233,3138
1233,4403
1234,2953
1234,3109
1234,4453
1234,1338
1234,3336
1234,2815
1234,4044
1234,1568
1234,670
1235,1126
1235,4417
1235,3615
1235,920
1235,575
1235,1441
1235,1740
1235,2545
1236,2516
1236,4912
1236,445
1236,552
1236,3576
1236,4348
1236,3085
1236,1548
1236,3768
1237,450
1237,2775
1237,4266
1237,4823
1237,4188
1237,4005
1237,407
1237,2246
1237,4914
1238,2385
1238,4349
1238,1042
1238,3545
1238,2659
1238,4153
1238,1541
1239,4000
1239,164
1239,4220
1239,1582
1239,185
1239,1527
1239,2007
1239,3543
1239,180
1239,2393
1239,2796
1240,4929
1240,1928
1240,29
1240,3652
1240,3167
1240,421
1240,4475
1240,978
1240,3641
1240,4215
1240,3664
1240,4717
1241,459
1241,2702
1241,2546
1241,4814
1241,4538
1241,2265
1241,4590
1241,4979
1241,4650
1241,2428
1241,2577
1242,148
1242,1754
1242,696
1242,2094
1242,3522
1242,3896
1242,2773
1242,3069
1242,2137
1242,1758
1242,3769
1242,220
1242,1278
1242,3545
1242,2144
1242,703
1243,2498
1243,2515
1243,918
1243,2685
1243,3127
1243,3281
1243,1266
1243,1089
1243,1049
1243,2781
1244,4299
1244,2691
1244,1104
1244,4930
1244,2553
1244,4889
1244,433
1244,2623
1244,4825
1244,3458
1244,2792
1245,2197
1245,1860
1245,1260
1245,4160
1245,3966
1245,2406
1246,3769
1246,3649
1246,4676
1246,16
1246,2300
1246,4173
1246,857
1246,2956
1247,750
1247,1439
1247,537
1247,3137
1247,1382
1247,335
1247,3254
1247,2080
1247,2003
1247,4231
1247,4775
1248,1927
1248,4688
1248,3495
1248,67
1248,2717
1248,2642
1248,4975
1248,1384
1248,481
1248,4442
1249,728
1249,233
1249,2458
1249,2740
1249,3374
1249,1356
1249,3376
1249,1582
1249,1317
1249,3056
1249,4991
1249,2217
1250,3332
1250,595
1250,4526
1250,2147
1250,1064
1250,2776
1250,3667
1250,3427
1250,1533
1251,595
1251,541
1251,3517
1251,3197
1252,2356
1252,77
1252,3572
1252,3964
1252,4738
1252,907
1252,1388
1252,2825
1252,2071
1252,3253
1252,4559
1252,2683
1252,3706
1252,1506
1252,512
1252,4022
1252,601
1252,555
1252,2693
1252,629
1252,94
1252,68
1252,4784
1253,3277
1253,3700
1253,2061
1253,3663
1253,3113
1253,2771
1253,2904
1253,2884
1253,2639
1254,3830
1254,4929
1254,1824
1254,2443
1254,1901
1254,3913
1254,1687
1254,2221
1254,1058
1254,4052
1254,2948
1254,2054
1254,3167
1254,2081
1255,3418
1255,4904
1255,3980
1255,4088
1255,4424
1255,148
1255,2349
1255,3749
1255,1146
1255,3487
1255,2164
1255,2218
1256,4058
1256,946
1256,2765
1256,4459
1256,45
1257,4266
1257,1327
1257,4666
1257,83
1257,148
1257,160
1257,43
1258,3427
1258,2849
1258,793
1258,3705
1259,4227
1259,2836
1259,4867
1259,1935
1259,4097
1259,3822
1259,3519
1260,280
1260,3928
1260,3219
1260,1817
1260,2054
1260,2797
1260,2174
1260,2498
1260,3363
1260,2159
1261,161
1261,3073
1261,3800
1261,2296
1261,2557
1261,3701
1261,492
1261,2045
1261,4405
1262,3129
1262,2316
1262,4273
1262,2212
1262,3599
1262,1001
1262,4328
1263,306
1263,674
1263,3523
1263,992
1263,3089
1263,483
1263,1210
1263,1613
1263,1621
1263,3658
1263,1762
1264,429
1264,335
1264,147
1264,4215
1264,90
1264,950
1264,353
1264,216
1264,750
1264,670
1264,1549
1264,3488
1264,602
1264,3645
1265,4518
1265,4180
1265,1276
1265,4331
1265,814
1265,113
1265,2283
1265,1446
1265,3460
1265,1159
1266,1421
1266,3641
1266,2221
1266,2785
1266,3530
1266,638
1266,1753
1266,4239
1266,4081
1267,4546
1267,2321
1267,813
1267,1216
1267,4722
1267,4902
1267,2423
1267,3283
1267,536
1268,1491
1268,4952
1268,2582
1268,346
1268,33
1268,1767
1268,2039
1269,3147
1269,4954
1269,4513
1269,1363
1269,4836
1269,555
1269,2672
1269,3568
1269,3828
1269,1773
1269,1680
1269,4395
1269,1867
1269,1662
1269,55
1269,790
1270,1552
1270,1238
1270,2335
1270,570
1270,2259
1270,3566
1270,442
1270,293
1270,809
1271,425
1271,262
1271,1602
1271,3364
1271,1926
1271,4702
1272,1259
1272,621
1272,347
1272,574
1272,952
1272,1224
1272,3403
1272,2263
1272,3273
1272,4355
1273,4495
1273,1495
1273,2916
1273,1418
1273,1868
1273,4090
1273,3510
1273,2907
1274,1207
1274,269
1274,899
1274,2048
1274,3729
1274,896
1274,2535
1274,1816
1275,440
1275,762
1275,3941
1275,3359
1275,1304
1275,3193
1276,4898
1276,4494
1276,1738
1276,4516
1276,767
1276,3445
1276,3758
1276,1425
1276,3407
1276,2261
1276,2496
1277,2737
1277,1657
1277,4367
1277,1120
1277,959
1277,3987
1277,3511
1277,2447
1277,3013
1277,503
1277,184
1277,4612
1277,2779
1277,3323
1277,345
1278,1318
1278,340
1278,125
